学部,学科,研究室名,所属教員,号館・部屋,公式HP,備考
Ⅰ類（情報系）,経営・社会情報学プログラム,椿本 弥生 研究室,椿本 弥生,西6号館307,,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅰ類 ｜ ラボガイド更新: 2026-04-24 ｜ ラボガイドに研究室URLなし ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21018114.html
Ⅰ類（情報系）,情報数理工学プログラム,石田 晴久 研究室,石田 晴久,東1号館501,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-45 ｜ ラボガイド更新: 2026-04-13 ｜ ラボガイドに研究室URLなし ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21019126.html
Ⅰ類（情報系）,情報数理工学プログラム,植野 真臣 研究室,植野 真臣,西10号館428,http://www.ai.lab.uec.ac.jp,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-46 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.ai.lab.uec.ac.jp/access/
Ⅰ類（情報系）,情報数理工学プログラム,宇都 雅輝 研究室,宇都 雅輝,西10号館206,https://sites.google.com/view/utomasaki/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-47 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/view/utomasaki/
Ⅰ類（情報系）,情報数理工学プログラム,岡本 吉央 研究室,岡本 吉央,西4号館206,http://dopal.cs.uec.ac.jp/lab/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-48 ｜ ラボガイド更新: 2026-04-14 ｜ 出張講義: Ⅰ類-11／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A16 ｜ 追加URL: https://www.youtube.com/channel/UCbF_vi6ZfU5YLwttt1Oli3Q ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://dopal.cs.uec.ac.jp/lab/
Ⅰ類（情報系）,情報数理工学プログラム,緒方 秀教 研究室,緒方 秀教,西4号館306,http://www.uec-ogata-lab.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-49 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21019228.html
Ⅰ類（情報系）,情報数理工学プログラム,工藤 周平 研究室,工藤 周平,西4号館308,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-50 ｜ ラボガイド更新: 2025-07-03 ｜ ラボガイドに研究室URLなし ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25231215.html
Ⅰ類（情報系）,情報数理工学プログラム,小宮 常康 研究室,小宮 常康,西10号館630,http://www.spa.is.uec.ac.jp/~komiya/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-51 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21122105.html
Ⅰ類（情報系）,情報数理工学プログラム,小山 大介 研究室,小山 大介,西4号館210,http://www.im.uec.ac.jp/~koyama/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-52 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP http://www.im.uec.ac.jp/~koyama/
Ⅰ類（情報系）,情報数理工学プログラム,齋藤 平和 研究室,齋藤 平和,東1号館503,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-53 ｜ ラボガイド更新: 2025-07-03 ｜ ラボガイドに研究室URLなし ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21019105.html
Ⅰ類（情報系）,情報数理工学プログラム,高橋 里司 研究室,高橋 里司,西4号館508,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-54 ｜ ラボガイド更新: 2025-10-15 ｜ 出張講義: Ⅰ類-12／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A17 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2021000100?back= ｜ ラボガイドに研究室URLなし ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21122202.html
Ⅰ類（情報系）,情報数理工学プログラム,武永 康彦 研究室,武永 康彦,西9号館535,http://crimson.cs.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-55 ｜ ラボガイド更新: 2026-04-13 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21124123.html
Ⅰ類（情報系）,情報数理工学プログラム,龍野 智哉 研究室,龍野 智哉,西4号館608,http://www.im.uec.ac.jp/~tatsuno/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-56 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21124226.html
Ⅰ類（情報系）,情報数理工学プログラム,西山 悠 研究室,西山 悠,西10号館207,https://sites.google.com/site/ynishiyam/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-60 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25224103.html
Ⅰ類（情報系）,情報数理工学プログラム,保木 邦仁 研究室,保木 邦仁,西4号館506,http://kjk.office.uec.ac.jp/Profiles/59/0005860/profile.html,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-61 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21124228.html
Ⅰ類（情報系）,情報数理工学プログラム,本多 弘樹・三輪 忍・八巻 隼人 研究室,本多 弘樹・三輪 忍・八巻 隼人,本多 弘樹: 西10号館522／三輪 忍: 西10号館521／八巻 隼人: 西10号館519,http://www.hpc.is.uec.ac.jp/index-jp.html,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-62 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21019269.html
Ⅰ類（情報系）,情報数理工学プログラム,丸亀 泰二 研究室,丸亀 泰二,東1号館505,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-63 ｜ ラボガイド更新: 2025-07-03 ｜ ラボガイドに研究室URLなし ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21019132.html
Ⅰ類（情報系）,情報数理工学プログラム,山﨑 匡 研究室,山﨑 匡,西4号館610,https://numericalbrain.org/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-65 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅰ類-13／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A18 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2023002426 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://numericalbrain.org/contact/
Ⅰ類（情報系）,情報数理工学プログラム,山本 有作 研究室,山本 有作,西4号館208,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-67 ｜ ラボガイド更新: 2025-07-03 ｜ ラボガイドに研究室URLなし ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21124122.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,赤池 英夫 研究室,赤池 英夫,西9号館515,http://hil86.cs.uec.ac.jp/ahil/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-68 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21122208.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,伊藤 毅志 研究室,伊藤 毅志,西9号館415,http://minerva.cs.uec.ac.jp/cgi-bin/itolab-web/wiki.cgi,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-69 ｜ ラボガイド更新: 2025-07-14 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21124130.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,伊藤 大雄・三重野 琢也 研究室,伊藤 大雄・三重野 琢也,伊藤 大雄: 西9号館505／三重野 琢也: 西9号館507,http://www.alg.cei.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-70 ｜ ラボガイド更新: 2026-04-13 ｜ 出張講義: Ⅰ類-14／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A19 ｜ VideoUEC: https://www.youtube.com/watch?v=7VR5WTmlo0Y ｜ 追加URL: https://sites.google.com/gl.cc.uec.ac.jp/str ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/gl.cc.uec.ac.jp/str/contact
Ⅰ類（情報系）,コンピュータサイエンスプログラム,大森 匡 研究室,大森 匡,西10号館528,http://home.hol.is.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-71 ｜ ラボガイド更新: 2025-07-15 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/32/32_22023201.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,兼岩 憲 研究室,兼岩 憲,西9号館409,http://www.sw.cei.uec.ac.jp/index-j.html,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-72 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21124121.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,古賀 久志 研究室,古賀 久志,西10号館832,http://www.sd.is.uec.ac.jp/koga/index.html,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-73 ｜ ラボガイド更新: 2025-07-14 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21122110.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,小林 聡 研究室,小林 聡,西9号館735,http://www.comp.cs.uec.ac.jp/index.html,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-74 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.comp.cs.uec.ac.jp/access.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,佐藤 証 研究室,佐藤 証,西9号館617,http://satoh.cs.uec.ac.jp/ja/index.html,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-75 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21122107.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,佐藤 重幸 研究室,佐藤 重幸,西2号館509,https://plsp-lab.github.io/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-76 ｜ ラボガイド更新: 2026-03-26 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://plsp-lab.github.io/
Ⅰ類（情報系）,コンピュータサイエンスプログラム,新谷 隆彦 研究室,新谷 隆彦,西10号館531,http://home.hol.is.uec.ac.jp/shintani/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-77 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/32/32_22021206.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,関 新之助 研究室,関 新之助,西9号館713,http://www.sseki.lab.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-78 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21018134.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,湯 素華 研究室,湯 素華,西9号館601,http://www.tang.cs.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-79 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP http://www.tang.cs.uec.ac.jp/access.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,策力木格 研究室,策力木格,西10号館621,http://comp.is.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-80 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21122220.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,戸田 貴久 研究室,戸田 貴久,西10号館820,http://disc.lab.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-81 ｜ ラボガイド更新: 2026-01-03 ｜ 追加URL: https://x.com/lab_toda ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21018120.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,中鹿 亘 研究室,中鹿 亘,西10号館209,http://www.sp.lab.uec.ac.jp,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-82 ｜ ラボガイド更新: 2025-11-07 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.sp.lab.uec.ac.jp/about.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,中山 泰一 研究室,中山 泰一,西9号館413,,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-83 ｜ ラボガイド更新: 2025-07-03 ｜ ラボガイドに研究室URLなし ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21124103.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,成見 哲 研究室,成見 哲,西9号館519,http://narumi.cs.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-84 ｜ ラボガイド更新: 2026-04-01 ｜ 夢ナビ: https://yumenavi.info/vue/lecture.html?University=V&SearchMod=4&SerKbn=3&ProId=WNF026&Page=1&GNKCD=g002598&KeyWord=%E9%9B%BB%E6%B0%97%E9%80%9A%E4%BF%A1%E5%A4%A7%E5%AD%A6&back=&CLGAKOCD=033840&mxorder=&gakubunm=&gakkanm=&From=portal／https://yumenavi.info/vue/lecture.html?University=V&SearchMod=4&SerKbn=3&ProId=WNF026&Page=1&GNKCD=g002599&KeyWord=%E9%9B%BB%E6%B0%97%E9%80%9A%E4%BF%A1%E5%A4%A7%E5%AD%A6&back=&CLGAKOCD=033840&mxorder=&gakubunm=&gakkanm=&From=portal／https://yumenavi.info/vue/lecture.html?University=V&SearchMod=4&SerKbn=3&ProId=WNF026&Page=1&GNKCD=g002600&KeyWord=%E9%9B%BB%E6%B0%97%E9%80%9A%E4%BF%A1%E5%A4%A7%E5%AD%A6&back=&CLGAKOCD=033840&mxorder=&gakubunm=&gakkanm=&From=portal ｜ VideoUEC: https://www.youtube.com/watch?v=NnYfsesanRc ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://narumi.cs.uec.ac.jp/access.shtml
Ⅰ類（情報系）,コンピュータサイエンスプログラム,藤田 秀之 研究室,藤田 秀之,西10号館530,http://home.hol.is.uec.ac.jp/fujita/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-85 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://home.hol.is.uec.ac.jp/fujita/
Ⅰ類（情報系）,コンピュータサイエンスプログラム,南 泰浩 研究室,南 泰浩,西10号館831,http://www.sd.is.uec.ac.jp/index.html,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-86 ｜ ラボガイド更新: 2025-07-03 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2018223510?back= ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21124119.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,渡辺 博芳 研究室,渡辺 博芳,西10号館629,https://watanabe-uec.jp/top/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-87 ｜ ラボガイド更新: 2026-05-21 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://watanabe-uec.jp/top/
Ⅰ類（情報系）,コンピュータサイエンスプログラム,矢﨑 俊志 研究室,矢﨑 俊志,東3号館441,https://yazaki.lab.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-88 ｜ ラボガイド更新: 2025-07-14 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25232232.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,吉永 努 研究室,吉永 努,西10号館622,http://comp.is.uec.ac.jp/,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-89 ｜ ラボガイド更新: 2025-07-03 ｜ VideoUEC: https://www.youtube.com/shorts/hWbkILHpCOY ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21122108.html
Ⅰ類（情報系）,コンピュータサイエンスプログラム,李 傲寒 研究室,李 傲寒,,https://sites.google.com/view/aohanli/homepage,専攻: 情報・ネットワーク工学専攻 ｜ ラボガイド番号: Ⅰ類-90 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室は2026年度シラバス・研究室HP・基盤理工学専攻教員紹介から部屋番号が見つからず
Ⅰ類（情報系）,デザイン思考・データサイエンスプログラム,岡本 一志 研究室,岡本 一志,西5号館503,http://www.ds.lab.uec.ac.jp/,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅰ類-91(Ⅰ類-33) ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.ds.lab.uec.ac.jp/
Ⅰ類（情報系）,デザイン思考・データサイエンスプログラム,庄野 逸 研究室,庄野 逸,西3号館308,http://daemon.inf.uec.ac.jp,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅰ類-92(Ⅰ類-15) ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅰ類-4 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2017276540?back= ｜ VideoUEC: https://www.youtube.com/watch?v=gp03Rn2iAiM／https://www.youtube.com/watch?v=5GOAP60PDiM／https://www.youtube.com/watch?v=_AWRwMB2pJA ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21124102.html
Ⅰ類（情報系）,デザイン思考・データサイエンスプログラム,原 聡 研究室,原 聡,西5号館803,https://sites.google.com/gl.cc.uec.ac.jp/hara-lab/,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅰ類-93 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21124133.html
Ⅰ類（情報系）,デザイン思考・データサイエンスプログラム,原田 慧 研究室,原田 慧,西5号館807,https://dx2.inf.uec.ac.jp/master/index.html,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅰ類-94 ｜ ラボガイド更新: 2026-04-16 ｜ 追加URL: https://ds-education.uec.ac.jp/／https://www.de.uec.ac.jp/ ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21018134.html
Ⅰ類（情報系）,デザイン思考・データサイエンスプログラム,松野 省吾 研究室,松野 省吾,西5号館801,https://dx2-matsuno.github.io/,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅰ類-95 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://dx2-matsuno.github.io/contact.html
Ⅰ類（情報系）,デザイン思考・データサイエンスプログラム,柳井 啓司 研究室,柳井 啓司,西9号館701,https://mm.cs.uec.ac.jp/,専攻: 情報学専攻 ｜ ラボガイド番号: Ⅰ類-96(Ⅰ類-27) ｜ ラボガイド更新: 2025-10-22 ｜ 出張講義: Ⅰ類-7 ｜ 夢ナビ: https://yumenavi.info/vue/lecture.html?University=V&SearchMod=4&SerKbn=3&ProId=WNF026&Page=1&GNKCD=g003890&KeyWord=%E9%9B%BB%E6%B0%97%E9%80%9A%E4%BF%A1%E5%A4%A7%E5%AD%A6&back=&CLGAKOCD=033840&mxorder=&gakubunm=&gakkanm=&From=portal ｜ VideoUEC: https://www.youtube.com/watch?v=IXPlgjGz2Mg ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21124201.html
Ⅰ類（情報系）,デザイン思考・データサイエンスプログラム,柴田 淳司 研究室,柴田 淳司,西5号館203,https://sites.google.com/view/shibata-lab/home,専攻: 情報学専攻 ｜ ラボガイド更新: 2025-10-21 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/view/shibata-lab/contact
